study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U176,2025,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,ASE,A,Java,Test Generation,,Approach,GPT-4o-mini;CodeLlama;DeepSeek-Coder;Qwen2.5-Coder,Zero-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback;Knowledge Graph,Test Count;Executable Test Rate;Branch Coverage;Line Coverage;Time;Real-bug Detection;Code Coverage,"10 current-version Java projects drawn from Defects4J project list: commons-codec, commons-collections, commons-compress, commons-csv, jackson-core, jackson-databind, jackson-dataformat-xml, commons-jxpath, commons-lang, joda-time","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2509.23812v2,https://github.com/Dianshu-Liao/JUnitGenie,Verified implementation or experimental code,2026-09-22
U177,2025,LLMs for Automated Unit Test Generation and Assessment in Java: The AgoneTest Framework,ASE,A,Java,Test Generation,,Benchmark;Dataset;Empirical,GPT-4o-mini;Gemini 1.5 Pro;Llama 3.1,Zero-shot;Few-shot,Prompting Engineering,Program Analysis,Compile Rate;Line Coverage;Branch Coverage;Method Coverage;Mutation Score;Test Smells;Failure-mode Distribution;Code Coverage,Classes2Test (derived from Methods2Test; class-level pair mappings),"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2511.20403v2,https://anonymous.4open.science/r/classes2test,Verified implementation or experimental code,2026-09-22
U178,2025,Automated Generation of Issue-Reproducing Tests by Combining LLMs and Search-Based Testing,ASE,A,Python,Bug Reproduction,,Approach;Benchmark,GPT-4o;Llama 3.3;DeepSeek-R1-Distill,Zero-shot,Prompting Engineering,Program Analysis;SBST Tools;Information Retrieval;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"TDD-Bench-Verified: 449 issue-patch pairs from 12 Python repositories, reduced to 426 after manually excluding 23 with complete reproducing tests
PyngBench: 113 Pynguin-compatible instances from those 426, used only for SBST ablation
Mozilla bugbug/bugbot/libmozdata: 32 new PR-issue pairs over 3 months","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2509.01616,https://doi.org/10.5281/zenodo.16949042;https://github.com/kitsiosk/blast,Verified implementation or experimental code,2026-09-22
U179,2025,FlakyGuard: Automatically Fixing Flaky Tests at Industry Scale,ASE,A,Go,Test Repair,,Approach,o1;Claude 3.7 Sonnet,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),Uber private Go monorepo real-world flaky tests,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2511.14002v1,https://sites.google.com/view/flakyguard,Accessible author code not verified,2026-09-22
U180,2025,Tratto: A Neuro-Symbolic Approach to Deriving Axiomatic Test Oracles,ISSTA,A,Java,Test Oracle Generation,Whole Oracle Generation,Approach;Dataset,CodeLlama;CodeGemma;StarCoder2,Full FT,Model Training,Program Analysis;SBST Tools,Not applicable (task does not include Test Generation),"Jdoctor procedure-specification source +222manualGitHuboracles;5911cleanbase→34249augmented oracles+188900tokens
Guavaheldout validation30891combinedsamples including4865oracles
Defects4J15projects150classes274methods885groundtruth(389oracles496negative)
55sharedcorrectoracles8projects×4docvariations=220
EvoSuite/PIT6projectsubset","Jdoctor/manual oracle corpus augmented for supervised model selection: 192,258 training samples; final combined training 223,149; Defects4J target projects disjoint.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2504.04251v1,https://anonymous.4open.science/r/tratto-replication-package-31F6,Verified implementation or experimental code,2026-09-22
U181,2025,Retrieval-Augmented Fine-Tuning for Improving Retrieve-and-Edit Based Assertion Generation,TSE,A,Java,Test Oracle Generation,Assertion Oracle Generation,Approach;Dataset,CodeT5,Full FT,Model Training,Program Analysis;Information Retrieval;SBST Tools,Not applicable (task does not include Test Generation),"Data_atlas156760TAP8:1:1(test15676)
Data_integration265420TAP8:1:1(test26542),supersetincluding108660previouslyfilteredunknown-tokenTAP
Methods2Testproject-disjointcrossprojecttest15676single-assertionTAP
Defects4J2.0.0:588assertion-triggerablebugs of835in17projects",Data_atlas/Data_integration 8:1:1 training splits; Methods2Test project-disjoint variant; Defects4J is evaluation.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://yanmeng.github.io/papers/TSE251.pdf,https://doi.org/10.5281/zenodo.15118614,Verified implementation or experimental code,2026-09-22
U182,2025,COTE: Predicting Code-to-Test Co-Evolution by Integrating Link Analysis and Pre-Trained Language Model Techniques,TSE,A,Java,Test Evolution,Test Update Need Prediction,Approach;Dataset,CodeT5;BERT;T5;ALBERT;DistilBERT;RoBERTa;CodeBERT;GraphCodeBERT;Llama 3,Fine-tuning (type unspecified);Zero-shot,Model Training;Prompting Engineering,Program Analysis,Not applicable (task does not include Test Generation),"COTE Java co-evolution dataset
Low-star repository validation dataset","COTE dataset: 6,314 pairs (3,154 positive/3,160 negative before manual corrections), mined from top 5,000 Java GitHub repositories, random 70% training/30% test; additional chronological split and project-separated analyses",Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1109/TSE.2025.3583027,Not verified,Verified implementation or experimental code,2026-09-22
U185,2025,Enhancing LLM's Ability to Generate More Repository-Aware Unit Tests Through Precise Contextual Information Injection,ASE,A,Go,Test Generation,,Approach,DeepSeek-Coder;CodeLlama;Magicoder,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval,Executable Test Rate;Line Coverage;Killed Mutant Count;Mutator Coverage;Time;Code Coverage;Coverage Improvement;Test Count,"Self-collected eight Go repositories: beego, echo, fiber, frp, gin, hugo, nps, traefik","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2501.07425v1,https://github.com/vinci-grape/RATester,Verified implementation or experimental code,2026-09-22
U188,2024,FlakyFix: Using Large Language Models for Predicting Flaky Test Fix Categories and Test Code Repair,TSE,A,Java,Test Repair,,Approach,CodeBERT;UniXcoder;GPT-3.5,Full FT;Zero-shot;Few-shot,Model Training;Prompting Engineering,Program Analysis,Not applicable (task does not include Test Generation),IDoFT Java snapshot through 2023-10-23,"IDoFT flaky-test fix cases, stratified four-fold training for category classifiers; 5-shot repair examples are prompt demonstrations, not GPT weight training.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2307.00012v4,https://figshare.com/s/47f0fb6207ac3f9e2351,Accessible author code not verified,2026-09-22
U189,2025,AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,ICIC,C,Java,Test Generation,,Approach,GLM-4,Few-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Syntax Rate;Compile Rate;Pass Rate;Class Coverage;Method Coverage;Line Coverage;Branch Coverage;Code Coverage,"jInstagram
TabulaPDF
Zappos","Not applicable:prompt-only,no task-specific training",Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1007/978-981-95-0011-6_10,Not verified,Verified implementation or experimental code,2026-09-22
U190,2026,Boosting unit test generation via structure-aware fine-tuning of pre-trained model,IST,B,Java,Test Generation,,Approach,CodeT5;BART,Full FT,Model Training,Program Analysis;Program Repair,BLEU;CodeBLEU;Syntax Rate;Compile Rate;Line Coverage;Code Coverage;Mutation Score,"Methods2Test
Defects4J:Compress,Gson,JksnCore,JksnDB,Jsoup",Methods2Test task-level fine-tuning followed by project-level Defects4J test-code training;80/10/10repository-separated Methods2Test;20%projectunique-testsheldout. Actual Methods2Test subset/countused unclear underhardwarelimitations.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1016/j.infsof.2025.107948,Not verified,Verified implementation or experimental code,2026-09-22
U191,2025,Nexus: Execution-Grounded Multi-Agent Test Oracle Synthesis,arXiv,Not applicable (preprint),Python,Test Oracle Generation,Assertion Oracle Generation,Approach,DeepSeek-R1-Distill;GPT-4.1-nano;GPT-4.1-mini,Zero-shot;CoT,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"HumanEval
MBPP
HumanEval-Pro
MBPP-Pro
TestEval
LiveCodeBench
ULT","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2510.26423v1,,Accessible author code not verified,2026-09-22
U192,2026,Leveraging Change Types and Contexts to Guide LLMs for Automated Test Code Updating,ICPC,B,Java,Test Evolution,,Approach,GPT-4o;Claude 3.5 Sonnet;Qwen3,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval,Not applicable (task does not include Test Generation),CEPROT test-update dataset,Not applicable: main approach uses pretrained API prompting without task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3794763.3794816,Not verified,Verified implementation or experimental code,2026-09-22
U193,2026,Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting,ICPC,B,Python,Test Augmentation,,Empirical,GPT-4o,Zero-shot;Few-shot,Prompting Engineering,Information Retrieval;SBST Tools;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"HumanEval
ClassEval","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2602.12256v1,https://zenodo.org/records/15561007,Verified implementation or experimental code,2026-09-22
U194,2026,PALM: Path-aware LLM-based Test Generation with Comprehension,ICPC,B,Java,Test Generation,,Approach,GPT-4o-mini;o3-mini;o4-mini,Zero-shot,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Path Coverage;Branch Coverage;Line Coverage;Cost;Applicability;Human Task Completion Time;Code Coverage;Human Task Accuracy;User Confidence,"HumanEval-Java
CuteArray and Triangle (user study)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2506.19287v2,https://github.com/UCLA-SEAL/PALM,Verified implementation or experimental code,2026-09-22
